author,published_at,updated_at,like_count,text
@dreamcage1801,2024-12-06T09:15:34Z,2024-12-06T09:15:34Z,0,Good movie ! Next Alien movie is to try to bring back sigourney weaver.
@chrisholzhauser9073,2024-12-06T08:55:46Z,2024-12-06T08:55:46Z,1,Worst alien movie so far  the characters in the movie are dumb make all the mistakes to get killed  the robot is the only one that should live
@krystiank1max,2024-12-05T18:30:23Z,2024-12-05T18:30:23Z,0,Q... ile mudzynow I oczywiście białe silne kobiety lecące na czarnych🤦‍♂️🤦‍♂️🤦‍♂️q... no dno dna.Kazdy film muszą zjebac
@LilScatpakSRT,2024-12-05T01:26:53Z,2024-12-05T01:26:53Z,0,"At <a href=""https://www.youtube.com/watch?v=OzY2r2JXsDM&amp;t=8"">0:08</a>  , that looks like the drones flying around in Jersey and UK"
@SiouplaitMerci,2024-12-02T08:03:54Z,2024-12-02T08:04:14Z,0,LUL ! Only an AMD Radeon 7800 XT was enough to do this movie ? 😂
@billucf96,2024-12-02T06:35:35Z,2024-12-02T06:35:35Z,7,"Ignore the haters, this was an excellent movie."
@AoGbeverage16,2024-12-01T22:34:25Z,2024-12-01T22:34:25Z,1,I actually enjoyed this movie lol<br>Felt like the first good alien movie in awhile honestly <br>Hope we see more alien movies cause god knows we don’t get enough of em
@joannitaxvi3386,2024-12-01T16:43:00Z,2024-12-01T16:43:00Z,2,Definitely worst one in whole franchise.<br>Teen actors and their decisions will make you laugh if you are looking s-f comedy.
@lr4165,2024-12-01T03:03:00Z,2024-12-01T03:03:00Z,2,Alien: Cockney Teens Edition
@ASAFYY,2024-11-30T19:53:47Z,2024-11-30T19:53:47Z,1,BORING MOVIE
@chattyman4740,2024-11-30T12:33:19Z,2024-11-30T12:33:19Z,0,"SPOILERS - Yeah, this movie was a disappointment in the end. It was ok, but it was just a rehash of scenes from all of the other movies, the set of Alien, the lift shaft set piece was just the end of Aliens, the close encounter bit was lifted from Alien 3, the hybrid creature was lifted from Resurrection, the black substance and the Android stuff from Prometheus, some annoying and boring characters you didn&#39;t care about, bringing back Ian Holm was interesting but it looked weird and absurd. It doesn&#39;t add anything new to the franchise, just more running around in corridors in the dark screaming, the end. The only saving grace - was David Jonsson who was brilliant and acted the rest of the lightweight cast off the screen - he has a huge career ahead of him in MUCH better pictures."
@aliendroneservices6621,2024-11-30T08:37:15Z,2024-11-30T08:37:15Z,0,Maybe should have been named: <b><i>&quot;Lord of the Facehuggers&quot;.</i></b>
@lalaslife6506,2024-11-29T18:18:19Z,2024-11-29T18:18:19Z,7,It was actually good
@Umutefeozt,2024-11-29T17:22:57Z,2024-11-29T17:22:57Z,1,"“I really enjoyed the movie, especially the scenes involving Andy, the Facehugger chase, and the zero-gravity sequence where they drifted among the acids—it was all very well done. If it were up to me, I would include Predators and Engineers in the continuation of the story. As an example, I created this storyline. I hope you like it!”<br><br><a href=""https://www.youtube.com/watch?v=FRrVN1RUjVM"">https://youtu.be/FRrVN1RUjVM?si=3EuWjew5QgtdOGNk</a>"
@ariyantanvir9709,2024-11-29T16:59:37Z,2024-11-29T16:59:37Z,0,like alian isolation game😂
@Richard-u4n6e,2024-11-29T10:57:12Z,2024-11-29T10:57:12Z,0,It is where I want to spend my life
@DoesntReadReplies,2024-11-29T05:46:06Z,2024-11-29T05:46:06Z,1,"So bad. Literally every problem started because the women let their emotions overpower reason. The only savior was the android, who was an apparent disappointment because even though he saved the crying, pathetic girls every time their decisions threatened to kill everyone, he lost his empathy. &quot;I&#39;ll fix you&quot; was the last thing the &quot;protagonist&quot; says. What a joke, but also a very good demonstration of what happens when you let feminism rot peoples brains. Worst Alien yet."
@Ciborium,2024-11-28T00:24:45Z,2024-11-28T00:24:45Z,0,What you did to Ian Holm is a crime against humanity.  Shame!
@maxgonzalez214,2024-11-27T14:29:13Z,2024-11-27T14:29:13Z,1,Here&#39;s my review of  Romulus: at least it&#39;s better than Covenant.
@mrpabs5864,2024-11-27T05:24:55Z,2024-11-27T05:24:55Z,1,Seems like every movie now days is made with dumb teenagers.
@Birdbear-qm9lf,2024-11-27T04:44:56Z,2024-11-27T04:44:56Z,0,Thanks for the Tinnitus reboot tonight 😮
@kevinclarkimasmartcat,2024-11-27T00:45:49Z,2024-11-27T00:45:57Z,0,Brilliant movie
@ItsOnlyMeZack,2024-11-26T15:19:33Z,2024-11-26T15:19:33Z,0,New xenomorph planet with rings I think
@frxdispatchgaming1043,2024-11-26T12:18:40Z,2024-11-26T12:18:40Z,1,Lesser known cast who performed admirably. One of Ridley Scott&#39;s best films. Give it a chance and watch
@bothead.reviews,2024-11-26T02:07:46Z,2024-11-26T02:07:46Z,0,"Snowy Ball at Bothead Reviews...Alien: Romulus    <br><br><br>&quot;You&#39;ve got to ask yourself one question: &#39;Do I feel lucky?&#39; Well, do ya, punk?&quot; - Dirty Harry, 1971"
@ChucksCherubs3,2024-11-25T23:29:02Z,2024-11-25T23:29:02Z,2,"This movie is basically a remake of the original with bits from the other films thrown in, with a younger cast and did I mention also a slasher in disguise. 😏"
@TasteTheRambo,2024-11-25T19:45:45Z,2024-11-25T19:45:45Z,0,Typical modern trailer. Gives waaay too much away. Thankfully I saw the movie before watching it.
@mirandasworld,2024-11-25T11:58:31Z,2024-11-25T11:58:31Z,1,are these Hollywood ppl really that stupid?  i found it boring and more like a kiddies tv show.....where were the grown ups and interesting story?....where was SIGOURNEY WEAVER?  it was never going to work what a waste of time!
@СергейАкимов-ъ9р,2024-11-25T08:21:45Z,2024-11-25T08:21:45Z,0,"Надо всегда говорить ПРЯМО. ВСЁ ИСКУССТВО: КИНО, ТЕАТР, МУЗЫКА, КНИГИ, ПОЭЗИЯ, ЖИВОПИСЬ имеет ИСКЛЮЧИТЕЛЬНО ДВА ГЛОБАЛЬНЫХ СМЫСЛА , либо служит ПРОСЛАВЛЕНИЮ БОЖЬЕГО СЛОВА , либо дьяволу. СЛУЖИТЬ БОЖЬЕМУ СЛОВУ это значит, каждым КАДРОМ, РЕПЛИКОЙ, КУПЛЕТОМ и т.п. &quot;ПРИВОДИТЬ&quot; НАС, ЗРИТЕЛЕЙ, СЛУШАТЕЛЕЙ к ПОКАЯНИЮ, СПАСЕНИЮ ДУШИ, и соответственно наоборот, максимально удалять от него.<br><br>МЕРЗКОЕ сатанинское КИНО. ДЬЯВОЛЬСКАЯ НАСМЕШКА, И пример МАНИПУЛЯЦИИ ДУШОЙ человека, а ПОЧЕМУ надо понимать следующее. НО СНАЧАЛА. Любое НЕ УПОМИНАНИЕ(где бы то ни было) об Отце нашем небесном, подарившим для наших душ жизнь вечную, которая может испытывать такую блаженственную радость, но мы сами не хотим этого своей греховной жизнью, И также любое УПОМИНАНИЕ О БОГЕ в фильме ВСУЕ(что значит обращения к Богу без молитвы и благовейного состояния), И СЛОВА ЛЮБОВЬ потому что Бог есть Любовь, ВСЁ ЭТО обычное БОГОХУЛЬСТВО(ХУЛА на ДУХА СВЯТОГО), самый страшный грех если прельститься. НО БОГА ОБИДЕТЬ НЕ ВОЗМОЖНО ОН БЕССТРАСТЕН, А вот ХУЛА ЕГО это БОЛЬШОЙ ГРЕХ. А ГРЕХ это РАНА которую человек наносит прежде всего сам СВОЕЙ ДУШЕ. РАНА которая ОТКРЫВАЕТ ДУШУ ДЛЯ ДЕМОНОВ мучителей, БЕСОВ ПОРОЧНЫХ СТРАСТЕЙ, слуг дьявола. Сам же ФИЛЬМ прежде всего НАМЕРЕННО «РАЗЖИГАЕТ», но В ДУШАХ самих ЗРИТЕЛЕЙ, действие множества СТРАШНЫХ ПОРОЧНЫХ СТРАСТЕЙ(наши духовные болезни), например таких как ЛУКАВСТВО(ЗЛОСТЬ), ГОРДЫНЯ, ТЩЕСЛАВИЕ(ПАГУБНАЯ СТРАСТЬ К ЛЮДСКОЙ СЛАВЕ), ЗАВИСТЬ, ЧЕЛОВЕКОУГОДИЕ, ГНЕВ, НЕНАВИСТЬ, МЕСТЬ, ПОХОТЬ, БЛУД, и НЕМОЩЬ. И ВОТ так, ОГРОМНОЕ БОЛЬШИНСТВО ЛЮДЕЙ(не понимают), и ВОЛЬНО ИЛИ НЕ ВОЛЬНО СОГРЕШАЮТ(не вольно значит что, грех только у себя в уме, под действием той или иной порочной страсти, является таким же грехом), И ДЬЯВОЛ «ВВОДИТ» В ДУШУ человека ДЕМОНОВ МУЧИТЕЛЕЙ разных ПОРОЧНЫХ СТРАСТЕЙ. Ну А «ОБЩЕНИЕ» человека в жизни С любым собственным ДЕМОНОМ, «ПРИВЕДЁТ» рано или поздно только к одному, или К ПСИХИЧЕСКОМУ РАССТРОЙСТВУ, или УБИЙСТВУ, или САМОУБИЙСТВУ. И к АДУ для ДУШИ после физической СМЕРТИ тела. И ПОЧЕМУ МАНИПУЛЯЦИЯ. «ПРИОРИТЕТНЫМ» демоном который может завладеть душой человека при просмотре фильма, если конечно он уже не находится в душе, а если находится тогда усиливается бесами соответствующей порочной страсти, потому что он фактически из них и состоит, БУДЕТ основной ДЕМОН МУЧИТЕЛЬ НЕМОЩИ, ПОТОМУ ЧТО КАК реально примерно ВЫГЛЯДИТ ЭТОТ ДЕМОН, в своём «демоническом» виде, ПОКАЗАНО В этом ФИЛЬМЕ. И что касается этого демона. Каждый человек душа которого после физической смерти тела не унаследует царствия небесного, попадает в ад пройдя через дьявольское посвещение в демоны мучители той порочной страсти в которой человек «преуспел» при жизни. После чего он поглощается этим демоном немощи(чудовищем), снова пройдя через крайне уничижительное для души сексуальное насилие нетрадиционным способом, но уже от этого демона. Вот именно так надо понимать концовку этого фильма. А после это чудовище с основными демонами мучителями внутри его, дьявол подселяет в душу какого либо живого человека. И вот как БЫЛО БЫ ХОРОШО ЧТОБЫ КАЖДЫЙ зритель ПОНИМАЛ это. НО это очень «глубокие» моменты, ПОНЯТЬ которые МОЖНО будет ТОЛЬКО ЧИТАЯ, И ГЛАВНОЕ, ИЗУЧАЯ КНИГУ ЖИЗНИ, СВЯТОЕ ЕВАНГЕЛИЕ.<br><br>А ПОЧЕМУ мы ВСЕ БОЛЬНЫ. После ГРЕХОПАДЕНИЯ АДАМА и ЕВЫ они были ИЗГНАНЫ ИЗ РАЯ. ДО грехопадения они ЖИЛИ В РАЮ подобно АНГЕЛАМ. После, БОГ одел их в «одежды» что значит в тела, и ДАЛ ЗАПОВЕДЬ «ПЛОДИТЕСЬ и РАЗМНОЖАЙТЕСЬ» и заселяйте Землю. НО для размножения, В ПОЛОВЫЕ ОТНОШЕНИЯ ПРИХОДИЛОСЬ ВСТУПАТЬ БРАТУ С СЕСТРОЙ. И ЭТО было вызвано необходимостью а НЕ ПОХОТЬЮ. И ВОТ ПОЧЕМУ КАЖДЫЙ рождающийся ребёнок уже ГРЕШЕН.  Только не физическое(физическое если вызвано похотью, между родными братьями и сёстрами), а так называемое ПЕРВОРОДНОЕ (ДУХОВНОЕ , ПРИЧИНА которого ГРЕХОПАДЕНИЕ) ПОВРЕЖДЕНИЕ(ГРЕХ, ПОРОЧНАЯ СТРАСТЬ) НА КАЖДОМ человеке при рождении. И У КАЖДОГО человека своя СОБСТВЕННАЯ СТРАСТЬ. И ЭТО БОЛЕЗНЬ, но БОЛЕЗНЬ прежде всего ДУХОВНОГО ПЛАНА.  И именно ПОРОЧНЫЕ СТРАСТИ людей являются ПРИЧИНОЙ ВСЕХ БЕД, СТРАДАНИЙ, и РАЗРУШИТЕЛЬНЫХ ДЕЙСТВИЙ на Земле. А вот условия ОСВОБОЖДЕНИЯ ОТ этого ПЕРВОРОДНОГО ГРЕХА(ПОВРЕЖДЕНИЯ, СТРАСТИ) как раз и ЗАПИСАНЫ в КНИГЕ ЖИЗНИ, СВЯТОМ ЕВАНГЕЛИЕ. НО СНАЧАЛА , чтобы донести их людям,  сам СЫН, БОГ СЛОВО ВОЧЕЛОВЕЧИЛСЯ(ИИСУС ХРИСТОС, имя ИИСУС означает СПАСИТЕЛЬ). А ЕГО за это РАСПЯЛИ. Но ОСТАЛОСЬ СВЯТОЕ ЕВАНГЕЛИЕ. Вот ЭТО и есть БОЖЕСТВЕННЫЕ УСЛОВИЯ , во первых ИЗБАВЛЕНИЯ ОТ ПЕРВОРОДНОГО ГРЕХА(а правильней сказать от ПОВРЕЖДЕНИЯ), И во вторых ДЛЯ СПАСЕНИЯ ДУШИ человеческой, ПОЛУЧЕНИЯ ЖИЗНИ ВЕЧНОЙ для ДУШИ, ПОСЛЕ физической СМЕРТИ тела , В ЦАРСТВИЕ НЕБЕСНОМ.<br><br>И поэтому ИСТИННАЯ ВЕРА В БОГА, в первую очередь ЗАКЛЮЧАЕТСЯ В «БОРЬБЕ» каждого ЧЕЛОВЕКА, ПРИ ЗЕМНОЙ ЖИЗНИ, СО своими собственными ПОРОЧНЫМИ СТРАСТЯМИ, И только ТАК можно получить СПАСЕНИЕ для своей ДУШИ.<br><br>Ну И ЕСЛИ каждый человек захочет &quot;БОРОТЬСЯ&quot; СО своими ПОРОЧНЫМИ СТРАСТЯМИ, ТО для начала, НУЖНО ПОВЕРИТЬ В БОГА, ПРЕСВЯТУЮ ТРОИЦУ: ОТЦА(СОЗДАТЕЛЯ ВСЕГО ЖИВОГО И НЕ ЖИВОГО, ВИДИМОГО мира и НЕВИДИМОГО),через СЫНА БОГА СЛОВО(ИИСУСА ХРИСТА), СВЯТОГО ДУХА. <br><br>Ну А для того ЧТОБЫ ПОНЯТЬ ВСЁ что ЗАПИСАНО выше, И для ИСКРЕННЕГО ХРИСТИАНСКОГО ПОКАЯНИЯ, которое необходимо УСПЕТЬ(потому что ВРЕМЕНИ у каждого человека его земной жизни ОСТАЛОСЬ ОЧЕНЬ МАЛО, придёт СМЕРТЬ, И ВСЁ )СДЕЛАТЬ ПРИ ЗЕМНОЙ ЖИЗНИ ЧЕЛОВЕКА, ПЕРВЫМ &quot;шагом&quot; будет (и как об этом уже упоминалось выше) ЧТЕНИЕ и ГЛАВНОЕ, ИЗУЧЕНИЕ КНИГИ ЖИЗНИ, СВЯЩЕННОГО ПИСАНИЯ НОВЫЙ ЗАВЕТ. ✋🏻"
@joshuastandlee3455,2024-11-25T04:07:33Z,2024-11-25T04:07:33Z,2,"Romulus is the Rogue One of the Alien franchise. It fits right in with the original trilogy like it was always meant to be there. Prometheus and Covenant did not feel like they were part of the same universe, but the filmmakers took special care with this one. All the details from the clothing to the technology and just the overall look of the film completely justify this taking place between the first two. Aliens is my favorite movie of all time, and I loved Romulus, so go see it!"
@el.Papi_USA,2024-11-25T01:58:37Z,2024-11-25T01:58:37Z,0,No action
@meistroman3754,2024-11-24T01:59:52Z,2024-11-24T01:59:52Z,2,So glad I watched this trailer. Sometimes the trash takes itself out and you save a little time and money. I&#39;m done with this bullshit.
@gnvtwhp1218,2024-11-24T01:35:42Z,2024-11-24T01:37:12Z,1,"Just watched it on Hulu. It&#39;s good.<br><br>I ain&#39;t one of those bigoted miserable nitpicking I HATE EVERYTHING person out there.<br><br>These bigoted people already trained themselves to hate everything they see in theaters and on streaming services 😂<br><br>Its got to be a miserable way to live, to NOT enjoy stuff and CONTINOUSLY nitpick everything."
@michaelconlan3678,2024-11-24T01:20:49Z,2024-11-24T01:20:49Z,1,It&#39;s a load of old boll%$#$. Has Ridley Scott produced anything decent in the last few years
@richardpalmer8478,2024-11-23T23:10:32Z,2024-11-23T23:10:32Z,0,the missus and I watched this last night. Wasn&#39;t hoping for much as the last two installments fell short I thought. We were pleasantly surprised because it was a great watch. 3.5/5 stars for me.
@rx550gaming4,2024-11-23T09:00:14Z,2024-11-23T09:00:58Z,0,"Watched it yesterday. Very very good, if you are a fan of the original alien. Lot of similarities with the original. Will watch again, in hope of getting into more detail. Trailer is useless."
@mert23910,2024-11-23T08:35:46Z,2024-11-23T08:35:46Z,0,En İyi Filmdi
@gregspauldini3139,2024-11-23T08:27:29Z,2024-11-23T08:27:29Z,0,"Sci fi is a hard genre to do well and this one was pretty bad.   The lead actress was solid, but the story, the acting, the effects, and the score were not good at all."
@lorenzogrant9218,2024-11-23T06:20:22Z,2024-11-23T06:20:22Z,0,Classic 🔥😀
@timmytee734,2024-11-23T00:39:09Z,2024-11-23T00:39:09Z,0,Casting kids for Alien was a big mistake! The original features were promising but the lack of grownups made me feel like I was watching Scream or something. What were they thinking?! I couldn&#39;t do more than 15 minutes.
@borakobama3934,2024-11-22T21:26:58Z,2024-11-22T21:26:58Z,1,Alien Romulus was freakin GREAT. Loved it. Fede nailed the vibes and horror.
@ARMEDANDDANGEROUS.24-9.0,2024-11-22T20:57:30Z,2024-11-22T20:57:30Z,1,A very good movie with problems and a fantastic official trailer.
@alabrrmrbmmr,2024-11-22T19:55:08Z,2024-11-22T19:55:08Z,4,Alien: Woke
@chief8268,2024-11-22T18:02:12Z,2024-11-22T18:02:12Z,1,"I enjoyed the film, but honestly this is the most B-movie out of the entire Alien franchise. Just a group of young kids wandering on a spaceship with aliens. While it stayed true to the original 2 Alien movies, it didn&#39;t really expand the universe too much like each of the Alien films did."
@Timeless-x8y,2024-11-22T16:12:11Z,2024-11-22T16:12:11Z,0,"Must try Steven spielberg&#39;s for space movies. Now, no good story  movies are coming to the cinema."
@aguy6641,2024-11-22T12:46:54Z,2024-11-22T12:46:54Z,0,Trailer is great!! Movie is a manure pile like most movies these days. When you sell a name you don&#39;t need to make a good movie. Do you really think the richest corporation would need to force people in mines? They would just send androids down in the mines they would work harder and be cheaper. The whole plot wasn&#39;t even thought out. What a had movie another hit on the alien franchise. If you wonder why an Alien movie hasn&#39;t been made in a long time watch Alien Romulus. Total garbage!!
@aguy6641,2024-11-22T12:31:23Z,2024-11-22T12:31:23Z,0,This movie was a dung heap they made the trailer look like it was actually a horror film. Bad acting  Bad story. Bad characters. I was hoping for a rejuvenation like Prey did for Predator. I don&#39;t know where they find these terrible writers/directors that ruin iconic movies. I just watched this movie on hulu and knew it was going to be crap 5 minutes in.
@Crankenstein22,2024-11-21T23:57:42Z,2024-11-21T23:57:42Z,1,This was terrible.
@KingKsEDC,2024-11-21T18:34:33Z,2024-11-21T18:34:33Z,0,I wonder whats in the whaa-uh.
@bishalgupta9910,2024-11-21T15:15:35Z,2024-11-21T15:15:35Z,1,I will not watch the movie. <br>Trailer is s*it 😁
@MissPetia,2024-11-21T15:00:36Z,2024-11-21T15:19:06Z,2,"Cailee Spaeny gives me Ellie (The Last of Us) vibes in this movie. The whole time her facial expressions, hair style, movements and the way she&#39;s carrying herself remind me of scenes from the game. She looks like Ellie probably more than Isabella May Ramsey does, at least for me. Edit: She and Andy even tell eachother funny jokes like Joel and Ellie do :D"
@WeComeInPeace2,2024-11-21T13:54:08Z,2024-11-21T13:54:08Z,0,"So, yeah im white and can totally admit this movie 🎥 is RACISM constantly picking on making foul jokes and talking behind his back the (Black person) which was the AI 🤖 and only black actor of course as a cover up while all he does is keep a smile and helps to be mistreated again and again when they could’ve made it any other character to be the AI 🤖 bot and made the black guy a real character but hey this is my country and the way movies 🍿 in Hollywood goes. Should’ve just just another character or keep that out and stuck to a better movie script. The other ALIEN 👽 MOVIES were way better this will definitely be my least favorite of them all…."
@TheyCallMeChap,2024-11-20T20:06:39Z,2024-11-20T20:06:39Z,0,This is by far the best Alien movie I can’t wait to watch again on Disney+ and Hulu tomorrow 11/21/24 and this time on my big screen 4K tv with Dolby vision and Dolby Atmos is about to be 🥜
@mylilbloomery,2024-11-20T18:09:55Z,2024-11-20T18:09:55Z,0,Where are the predators :p
@samuelrodriguez-gg5kr,2024-11-20T07:19:49Z,2024-11-20T07:19:49Z,0,🗣️something in the wooaah🤌🏼
@JackFrost--5,2024-11-20T02:10:29Z,2024-11-20T02:10:29Z,0,"I wanted to dislike this Alien: the Next Generation full of no-name actors, but after watching it (twice) - I have to say it&#39;s pretty good. Romulus may even be #3 in the franchise and slightly edge out 2012&#39;s Prometheus. I&#39;m going to remember director Fede Alvarez now"
@ShanePatterson-ne4ks,2024-11-17T23:10:57Z,2024-11-17T23:10:57Z,1,A throw back to the original and the sequel
@ShanePatterson-ne4ks,2024-11-17T23:09:47Z,2024-11-17T23:09:47Z,3,This Alien movie impressed me and better then Alien Convent
@bluefoxvenus,2024-11-17T11:07:18Z,2024-11-17T11:07:18Z,1,"so exhausting to find a decent film these days.. all just superficial crap, this one included"
@bluefoxvenus,2024-11-17T11:05:22Z,2024-11-17T11:05:22Z,0,wo&#39; ar ruined it for me
@BlorbusUnimax,2024-11-17T08:34:05Z,2024-11-17T08:34:05Z,0,"I wish they would have made a film about the engineers and how they died, not the ending of prometheus but i would i liked to have seen their society"
@buckminsterfullerene11,2024-11-16T16:09:55Z,2024-11-16T16:09:55Z,2,Terrible casting = terrible movie.
@larryrudd5963,2024-11-16T15:58:29Z,2024-11-16T15:58:29Z,0,"Terrible cast, terrible movie, the originals are 100 % better"
@Amila-wm7sd,2024-11-15T15:29:09Z,2024-11-15T15:29:09Z,2,❤😊
@movielover4244,2024-11-15T05:22:11Z,2024-11-15T05:22:11Z,0,It was ok nothing more
@Terminator_252,2024-11-13T06:47:31Z,2024-11-13T06:47:31Z,0,Something in the fckin WaaaaaAhhhhhhhhh
@rakeshsoekhai312,2024-11-13T05:38:03Z,2024-11-13T05:38:03Z,0,Bullshit again on a space station??????
@majinbooch3787,2024-11-13T01:59:17Z,2024-11-13T01:59:17Z,2,i was actually really surprised by this movie was a good watch
@hotstuff697,2024-11-12T19:45:03Z,2024-11-12T19:45:03Z,1,This was one shytty movie
@ozymandias1935,2024-11-12T04:48:57Z,2024-11-12T04:48:57Z,0,CringeFest same old horror clichés stupid characters making stupid decision
@NagyOrsolyaNorna,2024-11-11T08:12:05Z,2024-11-11T08:12:05Z,0,That&#39;s truth!
@NagyOrsolyaNorna,2024-11-11T08:11:47Z,2024-11-11T08:11:47Z,0,Black Bunny alien on Earth!
@NagyOrsolyaNorna,2024-11-11T07:23:31Z,2024-11-11T07:23:31Z,0,NO ONE N!agy O!rsolya
@studio12archive60,2024-11-10T22:41:20Z,2024-11-10T22:41:20Z,0,"YAWN! Will hollywood ever have another ORIGINAL IDEA? EVER? It doesn&#39;t look like it. Same old same old. So we have Alien 1 --  but with younger people, -- covering the full DEI list. It&#39;s a big NO from me. I am so glad I cancelled all my streaming. Producing up this kind of crap time after time is pathetic."
@TogloDita,2024-11-09T19:17:13Z,2024-11-09T19:17:13Z,0,Looks like I won&#39;t waste my time watching that! Looks like a movie made by rookies!
@fromstagetoscreennpj,2024-11-09T07:43:49Z,2024-11-09T07:43:49Z,0,"See whoever made this trailer ate hands down! Nothing makes the movie more exciting than the trailer. At the end with that eerie sound, sold me. I’m still hyped and I watched it twice already lol"
@ChartreuseBlue,2024-11-08T22:50:28Z,2024-11-08T22:50:28Z,0,Imagine how they could make better movie almost 50 years ago. disgrace....
@Седьмой-77,2024-11-08T17:34:29Z,2024-11-08T17:34:29Z,0,I Will do it!Yes!🚭
@humblegameplay5044,2024-11-07T04:04:59Z,2024-11-07T04:04:59Z,0,this movie is actually trash
@pettterrr,2024-11-07T00:25:26Z,2024-11-07T00:25:26Z,0,I am unable to watch this movie if Sigourney Weaver is not in it.<br>&#39;ALIEN&#39; without Ripley is like Weed without THC
@WatchTheProgresss,2024-11-06T02:43:49Z,2024-11-06T02:43:49Z,0,Ive seen a movie similar to this.. just cant remember the name. It was under water though risked their life at the end to save everyone else.
@kemmist8727,2024-11-05T00:09:05Z,2024-11-05T00:09:05Z,3,Straight up haters in this comment section this movie was gas
@alanablanchard9615,2024-11-02T15:57:25Z,2024-11-02T16:12:13Z,0,"Alien1,2,3,4 everything else is total garbage. This is how you ruin good films.<br>Swearing will drastically shorten your life, thats what i observed."
@-Brasko-,2024-10-29T15:29:39Z,2024-10-29T15:29:39Z,0,💩💩💩💩
@inwoker,2024-10-28T15:34:15Z,2024-10-28T15:34:15Z,0,In space no one can hear a bo&#39;oh&#39;o&#39;wa&#39;er
@ph0en1xs,2024-10-27T23:11:31Z,2024-10-27T23:11:31Z,0,"Thx for failing again. Movies are not about stupid easter eggs, references and cgi effects. They have a story and a soul. Romulus is just another stupid new wave clone without a real pos."
@TheTugenukem,2024-10-26T20:36:55Z,2024-10-26T20:36:55Z,0,It was worst alien movie.
@EuzzBigboy10,2024-10-26T03:29:41Z,2024-10-26T03:29:41Z,0,Decepcionante 👎🥱
